"004D_COMPCLASS","Comparison of Classes by Name","C004D_CWE486_Compare_Classes_by_Name__basic_01.java",38
"004E_SUPERFINAL","finalize() Method Without super.finalize()","C004E_CWE568_Finalize_Without_Super__empty_01_bad.java",54
"004F_SUPERCLONE","clone Method Without super.clone","C004F_CWE580_Clone_Without_Super__clone_01_bad.java",24
"0050_SYNCEMPTY","Empty Synchronized Block","C0050_CWE585_Empty_Sync_Block__Thread_01.java",18
"0051_FINALIZE","Explicit Call to Finalize","C0051_CWE586_Explicit_Call_to_Finalize__basic_01.java",39
"0052_THROWBROAD","Declaration of Throws for Generic Exception","C0052_CWE397_Throw_Generic__throw_Exception_01.java",15
"0053_REFLECTI","Unsafe Reflection","C0053_CWE470_Unsafe_Reflection__console_readLine_01.java",84
"0054_OBSOLETE","Obsolete Functions","C0054_CWE477_Obsolete_Functions__DataInputStream_readLine_01.java",33
"0055_ASSIGNCOMP","Assigning instead of Comparing","C0055_CWE481_Assigning_Instead_of_Comparing__basic_01.java",31
"0056_LEAKDEBUG","Info Exposure Debug Log","C0056_CWE534_Info_Exposure_Debug_Log__Servlet_01.java",40
"0057_LEAKSHELL","Info Exposure Shell Error","C0057_CWE535_Info_Exposure_Shell_Error__Servlet_01.java",48
"0058_RETINFINAL","Return Inside Finally Block","C0058_CWE584_Return_in_Finally_Block__basic_01.java",37
"0059_COMPSTR","Use of Wrong Operator in String Comparison","C0059_CWE597_Wrong_Operator_String_Comparison__basic_01.java",48
"005A_SESEXPIRE","Insufficient Session Expiration","C005A_CWE613_Insufficient_Session_Expiration__Servlet_01.java",30
"005B_TRUE","Expression always true","C005B_CWE571_Expression_Always_True__true_01.java",15
"005C_FALSE","Expression always false","C005C_CWE570_Expression_Always_False__false_01.java",15
"005D_XSSERROR","XSS Error Message","C005D_CWE081_XSS_Error_Message__Servlet_listen_tcp_01.java",124
"005E_CLONENF","Object Hijack","C005E_CWE491_Object_Hijack__basic_01_bad.java",21
"005F_COMMENTBAD","Suspicious Comment","C005F_CWE546_Suspicious_Comment__BUG_01.java",26
"0060_BLOCKEMPTY","Poor Code Quality","C0060_CWE398_Poor_Code_Quality__empty_block_01.java",26
"0061_PASSWDMASK","Missing Password Masking","C0061_CWE549_Missing_Password_Masking__Servlet_01.java",30
"0064_TEMPFILE","Creation of Temporary File With Insecure Permissions","C0064_CWE378_Temporary_File_Creation_With_Insecure_Perms__basic_01.java",45
"0065_TEMPDIR","Creation of Temporary File in Directory with Incorrect Permissions","C0065_CWE379_Temporary_File_Creation_in_Insecure_Dir__basic_01.java",56
"0067_ARRAYPFS","Array Declared Public Final Static","C0067_CWE582_Array_Public_Final_Static__basic_01_bad.java",14
"0068_MISSDEFAL","Missing Default Case in Switch Statement","C0068_CWE478_Missing_Default_Case_in_Switch__basic_01.java",32
"0069_REDIREXIT","Redirect Without Exit","C0069_CWE698_Redirect_Without_Exit__Servlet_01.java",30
